,formula,disorder
47084,B1 Fe2 Mg1 O5,0
47085,Ga0.5 Ni3 Si0.5,1
47086,La1 Mn2 Si2,0
47087,Bi1 Se0.5 Te1.5 Tl1,1
47088,N0.075 Ta1,2
47089,N1 O1 Sb1 Th2,1
47090,Al2 Mg1 Si2,0
47091,Ag0.05 La0.7 Mn0.866 O2.574 Sr0.1,3
47092,C5 Cl1 O5 Re1,0
47093,Be4 Cu1 In1,1
47094,Bi2 Eu1 I1 O4,0
47095,Ca3 Ge3 Mn2 O12,0
47096,Eu1 F1.66 O0.67,2
47097,Cu4 Na3 S4,0
47098,Cr3 O10 Rb2,0
47099,Br0.75 Eu0.01 F0.25 O12 P3 Sr4.99,1
47100,As25.25 Pb18.5 S56,3
47101,Hg6.16 I6 Sb4 Sn1,2
47102,Cu0.83 La1.85 O4 S0.17 Sr0.15,1
47103,Mn0.5 Nb0.5 O3 Pb1,3
47104,Bi1.09 Ge2.37 Te4,3
47105,C1 Co2 Nd2 Si1,0
47106,Sc0.66 Se0.99,2
47107,Ag1 Rb2 S4 V1,0
47108,Ni1 O6 V2,2
47109,B2 Ge2 O8 Sr1,0
47110,Au0.8 Cu0.2,1
47111,Pr0.1 S1 Sr0.85,3
47112,Cd1 Cr1.98 Se4.05,2
47113,Al1.58 Ca3 Fe0.34 O12 Si3,3
47114,Al0.5 Gd0.5 Mg1 Ni3.5 Y0.5,1
47115,Ca1 Fe0.07 Mg0.93 O4 Si1,1
47116,Fe0.73 Ga2.18 S4,3
47117,Bi2 Ca1.15 Cu2 O9.1 Sr2,2
47118,Ga0.5 Ni4.5 Y1,1
47119,N3 O9 Tm1,0
47120,C9 As2 Fe3 O9,3
47121,Fe2 Na3 S4,0
47122,Np1 O8 P2 Sr1,0
47123,Ca2 O9 Pb1 Si3,0
47124,Nd0.5 Tm0.5,1
47125,Ga1.2 Li0.8 N0.4 O1.6,1
47126,Al1.25 Ca1.96 Fe0.12 Mg0.24 Na0.05 O7 Si1.39,1
47127,Ge1 Mo0.13 Tb1 Ti0.87,1
47128,Ge6 Mn6 Yb1,3
47129,As1 Na1 Se2,1
47130,Ge4 Na1 O12 P3,0
47131,Sb2 Se0.616 Te2.384,1
47132,Co1 Gd0.5 Tb2.5,1
47133,Nb0.4 Zr0.6,1
47134,Gd5 Pd3 Y2,1
47135,Br5 Cs2 Tl1,0
47136,Al1.5 As4.5 Na1 O14,3
47137,Ho1 N7 O17,0
47138,Cu2 Mn1 Se4 Si1,0
47139,Al1 Li3 P2,0
47140,Co0.05 La0.67 Mn0.95 O3 Sr0.33,1
47141,As1.62 Ba1 Fe2 P0.38,1
47142,Ba0.92 Eu0.02 La0.02 Na0.04 O3 Ti1,1
47143,C0.2 B0.8 Co4 Y1,1
47144,Bi1 Rb3,0
47145,Cr0.02 O1 Zn0.98,1
47146,Be6 Mn8.04 O24 S2 Si6,0
47147,Cs3 Er5 P6 S24,2
47148,Cd0.1 In2 Mn0.9 S4,1
47149,Ce2 Ni6.25 Si0.75,1
47150,Li0.5 Mo1 O11 P2 W1,1
47151,K2 Mo2 O8 Sr1,1
47152,Ce1 Ga1 Ni4,1
47153,Ag0.4 O5 V2,2
47154,La1 Ni9 Si4,0
47155,B9 Ba3 O18 Sc1,0
47156,Ga3 O7 Sr1 Tm1,1
47157,Mg1.3 Mn2 O4,3
47158,Cu1 S0.08 Sb1 Se1.92,1
47159,Fe1 Mo1 O6 Sr1.85 Y0.15,1
47160,Na1 O8 Pd6 Y1,1
47161,S4 Ta1 Tl3,0
47162,Dy1 Li1 O2,0
47163,Al0.2 Gd4 Mg0.8 Ni1,1
47164,Ag0.15 Al0.85 Ce1 Si1,1
47165,Fe0.2 Mn1.8 Zr1,1
47166,Ba0.27 Ca12 F1 K0.73 O26 S2 Si4,1
47167,C3 Si2 U3,0
47168,In1 Mo3 Te3,0
47169,Bi1 Na5 O16 W4,0
47170,Li0.96 Nb1.01 O3,3
47171,Cs1 F5 Te1,0
47172,Ge1 S3 Y4,1
47173,Ba1.7 Fe1 Mo1 O6 Pr0.3,1
47174,K0.95 Mo4 O6,2
47175,Ba0.2 O3 Sr0.8 Ti1,1
47176,Ge4 Hf3.62 Ho1.38,1
47177,Bi1 Rh1 Te1,1
47178,Nd1 Ni2 Sb2,0
47179,Mo8.8 P7 V3.2,1
47180,B1 Li1 O3 Sr1,0
47181,Ga5 Ni1,0
47182,Ba4.975 Ca1.025 Fe4 La2 O15,1
47183,Ba2 Cu2 La2 O11 Ti2,3
47184,Ba2 N15 Rb1,0
47185,F0.6 Mo1 O2.4,1
47186,Cs0.88 O6.44 W2,2
47187,Cl2 Fe5 O18 Te6,0
47188,Be0.14 Nb0.86,1
47189,Ba0.62 Mo4 O6,2
47190,Li0.3 Nb0.5 O3 Sr1 W0.2,1
47191,Ba1.93 Cu3 Gd0.92 O7 Pr0.08,3
47192,F19 Ga3 Pb5,2
47193,Ba2 Cu4 O8 Pr0.2 Y0.8,1
47194,Cu3 In4 N5 Sr8,0
47195,Hf1 Pb1 S3,0
47196,Gd2 Se5 U1,0
47197,Mn0.25 Pd0.75,1
47198,Bi0.06 Eu0.03 Ga5 Gd2.91 O12,1
47199,Ba1 Np1 O3,0
47200,Fe3 Ge2 O8,0
47201,Cu2.88 Li0.13 N1,3
47202,Ba3 Bi6.5 F10.5 O21.5 Se7,3
47203,Bi2 Mn1 Te4,0
47204,Br5 Pb2 Rb1,0
47205,In1 Nd3 Se6,0
47206,Dy0.8 Ni1 Sm0.2,1
47207,Ge3 O12 Sb4,0
47208,As3.84 Cu26 S32 Sn2.16 V2,1
47209,Fe1 Sb1 Ti1,0
47210,B15 Cd0.89 K7 Lu2 O30 Pb0.11,1
47211,S1.84 Se1.16 Sm2,1
47212,Al64.4 Cl8.5 O384 Si127.6 Sn35.94,3
47213,Mn25 Ti21,0
47214,La1 O11 Ta3 Zr1,1
47215,Al3 O20 P6 Rb1,0
47216,Li1.6 Mg1.6 O8 Sn2.8,1
47217,Ba2 Ca1 Cu2 O7.904 Tl1.86,2
47218,B3 Cr5,0
47219,Cr1 K1 O7 P2,0
47220,Ba0.06 Ga1 O6 Y2.94,1
47221,Nb0.413 Ni0.207 O3 Pb1 Ti0.28 Zr0.1,3
47222,Cs1 Nd1 Te2,0
47223,Ba1.82 Cu3 K0.18 O7 Y1,3
47224,As1 Fe1 Se1,0
47225,Mo1 O6 Yb2,0
47226,Os0.7 Ru1.3 Th1,1
47227,Al10 Mn0.42 Ru1.58 Yb1,1
47228,K1 Mg1 O3 P1,2
47229,Ho1 Mn6 Sn6,0
47230,Ba1 Mg2 Pb2,0
47231,Bi0.4 Ca2.6 Fe3.7 O12 V1.3,1
47232,Ca1.118 Fe1.6 O7 Sr0.402 Tb1.48 Ti0.4,3
47233,Mn0.91 Na0.02 Nd0.98 O3,3
47234,Ba1 Mn1 O4 Rb1,0
47235,Ca1.5 O4 Ru1 Sr0.5,1
47236,B1 La3 N2 O3,0
47237,Nb2 Pd0.797 Se5,2
47238,Ca7.79 Ce1.26 F2 Na0.95 O24 P5.68 Si0.32,1
47239,Mn2 Nd3 O14 Sb3,0
47240,Bi0.8 In0.2,1
47241,C0.13 Ba2 Ca0.2 Cu2.87 O6.91 Y0.8,3
47242,O1.9 Sc0.162 Yb0.036 Zr0.801,3
47243,Ba1 Sb3,0
47244,Ca0.52 Sr0.48 Zn1,1
47245,Cl3 Fe1 Mn7 O10,0
47246,Ag1 K2 S4 V1,0
47247,Co17 Pr1.6 Yb0.4,1
47248,Al7.16 Fe9.84 Tb2,1
47249,Li0.39 Mn1.54 Ni0.46 O4,3
47250,Ba1 Cd0.333 O3 Ta0.667,0
47251,Eu1 Se5 U2,1
47252,Si1 W3,0
47253,Ba0.602 Ca2.24 Cu3 O9 Pb0.5 Sr1.106 Tl0.552,3
47254,Hg2 Rb1,0
47255,Dy1 Ge1.4 Ni0.6,1
47256,Al0.5 Ga0.5 Sb1,1
47257,Bi0.8 Fe0.6 K0.2 O3 Ti0.4,1
47258,Fe5 Ho1,0
47259,La1 Ni5,0
47260,Be1 F4 Pb1,0
47261,Bi3.24 Cs0.72 K0.67 Te6,3
47262,Hf0.16675 Ti0.16675 W0.667,1
47263,Dy2 O9 Te3,0
47264,Ca3 Cl2 Cu2 O4,0
47265,Cu1 Na1 Se3 U1,0
47266,Al1 Nd3 Ni1 S7,0
47267,Ho1 Po1,0
47268,Be2 Fe0.85 O10 Si2 Y1.69 Yb0.31,3
47269,Ce1 Ni1 Si1,1
47270,As1 Mg4 Na1 O12 P0.12 V1.88,1
47271,Al1 Ni2 Sc1,0
47272,Ba1 Bi4 Cl2 O6,1
47273,V0.987 Zr0.013,1
47274,As1.33 S0.67 Zr1,1
47275,B1.79 La1 Ni3,2
47276,Bi2 O2 Te1,0
47277,Cr0.5 Cu1 Hg0.5 O4.88 Sr2,3
47278,B4 Co11 Nd3,0
47279,Mn2 Na2 Te3,0
47280,Ca1 Fe2 Ge2,0
47281,Ba4 Cu1 Ga5 Se12,2
47282,Cl1 O0.29 Zr1,2
47283,Al3 B1 Fe0.334 Mg0.666 O9 Si1,1
47284,Al6 Fe7 La1,1
47285,Ca1 Co1 O3,0
47286,Mg0.2 Mn0.8 Na0.467 O2,3
47287,Fe13 Nd6 Si1,0
47288,C1 Ru3 Sc1,0
47289,Er1 Fe0.9 Ga0.1 O3,1
47290,Ce1.2 Cu2.6 O8.94 Sr2 Y1.2,3
47291,Co5 La1,0
47292,Er2 Ga4 Mn13,1
47293,N0.34 O1.66 Sc0.33 Ta0.67,1
47294,Ag0.4 Gd1 In0.6,1
47295,Cu8 Fe1.94 Ge2 In0.06 S12 Zn1,1
47296,B13 Er4 Ni1,0
47297,P1 Pt1 Tb1,0
47298,Ag0.5 As0.5 Pd3,1
47299,Al2 Er3 Ni6,0
47300,Fe1.71 Mg1.43 O4,3
47301,Al1 Co2 O4,1
47302,Na1 O8 V3,0
47303,Ge0.47 Pt0.53 Sm1,1
47304,Fe1.42 Mn1.58 O4,1
47305,Ca12 Cl5.45 Fe10.33 O32 Si3.67,3
47306,Cr5 S5 Se3,1
47307,Al0.25 Ni3 Pt0.75,1
47308,Mn1 Si1 Yb1,0
47309,B16 Cd3 O28 Rb2,0
47310,Al8 Mn4 Th1,0
47311,Ag3.5 Ga7.5 Lu3,1
47312,Ce1 Ga7.82 Pd3.18,1
47313,Ba1 Fe1 O2.91,2
47314,La6 Ni1 S14 Si2,2
47315,Bi12 Cl6 O17 Pb2,2
47316,Ba2 Ca2 Cu3 Hg1 O8.35,2
47317,As2 Co1 Mn3,1
47318,As1 Ir1 La1,0
47319,Fe0.84 Mn1.16 O3,1
47320,F3 Na3 O8 P2 V2,2
47321,Ca0.55 Mn0.45 S1,1
47322,B6 Sr1,0
47323,Co0.3 Fe0.7 Li1 O2,1
47324,Au1 I4 Na1 O12,0
47325,C4 Na2 O4,0
47326,Ca1 Fe0.19 O6 Si2 Zn0.81,1
47327,Bi3 Ce4,0
47328,Ca1 Ge1 Li2 O4,0
47329,Fe0.91 Li0.85 Mg0.24 O6 Si2,1
47330,Se4 Sm2.67,2
47331,Ba3 Cr1 O5,0
47332,Cd0.66 Nd1 Sb2,2
47333,Eu0.28 O4 Sr0.65 W1,3
47334,Mo2 O7 Sm2,2
47335,Er1 Pd1 Si1,1
47336,Br3 La3 Ru1,0
47337,Cd0.838 Ce0.127 Cr2 Se4,3
47338,Ca0.15 Mn1 Nd0.8 O3,3
47339,C1 Zr1,2
47340,Ag1.09 Ge4 Na6.91 Se10,1
47341,K1 N3 Na2 W1,2
47342,Li2 Mn0.75 Ni0.25 O3,3
47343,Ga1 Ni0.75 Pd0.25,1
47344,As6 Ir7 Mg4,0
47345,Eu0.8 Mn1 O3 Y0.2,1
47346,Bi4 Br0.4 Cu1.7 O4 Se2.6,3
47347,Ag0.56 Eu1 Ge1.44,1
47348,Cu1 Eu1 S3 Sm1,0
47349,C20 Cl2 In2 Mn4 O20,0
47350,B4 O12 Pr1 Sc3,0
47351,Li4.6 O4 Ru1,3
47352,Cr1.04 Er3.96 S7,3
47353,Be1 Cu4 Tb1,1
47354,Fe1.6 O4 Ti0.133 Zn1.2 Zr0.067,1
47355,Fe1 Si1 U1,0
47356,F6 Na3 Sc1,0
47357,As1 Pb1 S3 Tl1,0
47358,Ir4 Sn13 Yb3,0
47359,Sc1 Se1,0
47360,As1 Cd1 Ge1 P1,1
47361,Cu1 La1.85 O6 Sn1 Sr0.15,1
47362,C1.21 Cu2.12 O73.61 Si36,2
47363,Mo3 O23 P5 Pb3,0
47364,Ce1 In4 Ni1,0
47365,Ag3.73 Ba6 Se16 Sn4,2
47366,Ag16 Ca6 N1,0
47367,Au3.45 Br23 Cs8 Sb1.55,3
47368,Ba0.5 K0.5 O3 Sb1,1
47369,Cu0.95 O4 W1 Zn0.05,1
47370,Si1.4 Yb1,2
47371,Cd0.9 S1 V0.1,1
47372,Ca2 Cl1 Cr1 O4,0
47373,Al1 Gd0.5 Nd0.5 O3,1
47374,Co0.73 Ge1 Ni0.97,3
47375,Ba2 Ho1 O6 Re1,0
47376,Ba0.02 La1.98 Nb0.9 O6.9 Yb1.1,3
47377,Mg2 Pt1,0
47378,Ba0.33 Gd0.33 La0.34 Mn1 O3.028,1
47379,F1 Li0.5 O2 V1,3
47380,Cd11 Cl1 In9 Rb4 S26,0
47381,Cd86.366 Cu7.584 Ir6.698,3
47382,F4 Mg10 O14 Si3,0
47383,Co7 Na4 O24 P6,0
47384,K0.08 Mn1 O3 Pr0.92,1
47385,Ce1 Sb1 Se1,0
47386,Cs2 Ga1 Sb2,0
47387,C0.48 Fe21.5 Gd2 Ti2,1
47388,Bi2 Li8 O10 Pd1,0
47389,Co1.5 Cu0.5 Ge2 U1,1
47390,Cd1 Cr2 S4,0
47391,Fe17 N1 Sm2,2
47392,Bi1 Fe0.6 Ga0.4 O3,1
47393,Ba2 Cu2.85 Fe0.15 La1 O6.87,3
47394,Fe1.88 Mo0.12 Zr1,1
47395,Co1.016 La0.062 O6 Sr1.94 W0.984,1
47396,Ga2.5 Pr1 Zn1.5,1
47397,Ba1.932 Cu3 O7 Pr0.634 Y0.434,3
47398,Al8 Au3.91 Ce1 Si1.09,1
47399,Al0.015 Fe0.985 O3 Tb1,1
47400,Nb0.6667 Nd2 O7 Y0.6667 Zr0.6667,1
47401,Cu2 Eu1 Ge1 S4,0
47402,Al2 Cr1 Li2 O8 Sb1,1
47403,B2 Mn1 Re3,1
47404,Bi1 Ca8 O28 V7 Zn1,1
47405,B2 Mo0.5 Ti0.5,1
47406,C3 Ca1 Na4 O9,1
47407,In3 Rh3 Y14,0
47408,Fe11 Ho1 N1 Ti1,1
47409,Al2.56 Ba0.94 Cs0.26 O16 Ti5.44,3
47410,Al0.54 Ca0.99 Eu0.01 N3 Si1.35,3
47411,C1 Pb1 Tb3,0
47412,Ni3 O14 P4 Sr1,0
47413,Ni1 Sn1 Th1,0
47414,Bi2 O15 P4 Pb1 Rb2,2
47415,Au1 Ca1 In2,0
47416,Mn1.22 Pb2.78 Sb4 Se10,1
47417,F12 Li3 Na3 V2,0
47418,Ag0.6 Ga0.6 Ge5.4 Se12,3
47419,Pr1 Rh2,0
47420,Ba0.984 Er0.193 O2.916 Zr0.821,3
47421,Al11 La3,0
47422,Co1 O3 Pb1,0
47423,Mo1 O6 Sr2 Yb1,0
47424,Rh3 S4,0
47425,Bi0.5 Fe0.45 Nd0.05 O3 Pb0.5 Zr0.5,3
47426,Al1 Cu1 Sm1,1
47427,Cu3 S3 Sb1,2
47428,Al10.43 Na1.57 O17 Zn0.57,3
47429,Bi0.75 O6 Sb1.25 W1,1
47430,S3 Sr2 Zn1,0
47431,Cs1 Gd1 Te4,0
47432,Bi3.27 La0.73 O12 Ti3,3
47433,K8 Mo6 O24 Zr1,0
47434,Ag5 Hg1 O6 Sb1,0
47435,As0.25 K1 O5 P0.75 Ti1,1
47436,N0.5 Ni2 Ta4,2
47437,Co4 Mg1 Y1,1
47438,Al1 B5 Cs2 O10,0
47439,Cm2 Te3,0
47440,Ca0.097 Cu1 O2 Sr0.903,1
47441,F23 Pd1 Sb3 Xe1,2
47442,B1 Ho1 Pd3,0
47443,Ca1 Cu5,0
47444,La1 Ni0.74 Sn2,2
47445,Ni0.33 O2 Re0.67,1
47446,Cu1 F1 O4 P1 Pb1,0
47447,Mo1 O6 Rb2 Se1,0
47448,Bi0.1 La1.9 Mo2 O8.05,3
47449,As7 Co12 Nd2,2
47450,Al3.03 B2 Ga0.97 O9,3
47451,B4 Ho2 Ni1 O10,0
47452,K8 Tl11,0
47453,Bi5 Na3 O24 P6,3
47454,I1 S0.25 Sb1 Se0.75,1
47455,Sb3 Ti5,0
47456,Ca6 Fe1 N5,0
47457,Ga8 Ir3 Tm3,0
47458,Al0.71 Zn0.29,1
47459,F4 S2 Yb3,0
47460,Li2 O14 Pb1 Ti6,0
47461,Br10 Re2 Te6,0
47462,Cs0.64 Mg0.356 O4 Ti1.65,3
47463,Ba0.95 Fe2 O5.04 Sm1 Sr0.05,3
47464,Dy2 O7 Ru2,0
47465,Cs2 Mo1 O7 U1,0
47466,Co4 Si7 Ti4,0
47467,Ce0.799 Nd0.1005 O1.8995 Sm0.1005,3
47468,Ga3 O7 Sr1 Yb1,1
47469,Ga4 Mo1 Zn2,1
47470,Cl5 K2 Pu1,0
47471,Cu1 P2 Yb1 Zn1,1
47472,Ce1 F7 Na3,2
47473,Mn4 Na1 O12 V3,0
47474,Pb0.333 S2 Ta1,0
47475,Co1 Na1 O4 P1,0
47476,Dy4 S12 Si3,0
47477,Hg2 Ho1,0
47478,Ba1.6 Cu3 O6.225 Sr0.4 Yb1,3
47479,C1 Si3 Tm5,0
47480,B6 Co12 La1,0
47481,Hg2 K1,0
47482,Nb2 Ni2 Te4,0
47483,Rh1 Y3,0
47484,Al0.9 Er2 Ga0.1,1
47485,Co1.95 Ni1.05 O8 P2,1
47486,Al1 As2 Ga1,1
47487,Bi0.6 Ca0.4 Fe0.6 O3 Ti0.4,1
47488,Eu2 I2 O1,0
47489,Cd1 Ru1 Y4,0
47490,Si38 Te14.9,2
47491,La5 Mg1 O16 Re3,0
47492,Fe1 Si3 Th2,1
47493,Al1 Pd1 Tb1,0
47494,Bi0.9 Sb0.1,1
47495,Cr1.6 Li0.4 Ni0.4 O12 S3,3
47496,C1.1 B36 Er2 Si8.9,3
47497,Cu1 O7 P2 Pb1,0
47498,O6 Sn3 W1,0
47499,Cr0.5 Fe1.5 Mg1 O4,1
47500,Fe17 N2 Sm2,2
47501,Cr1 Cs1 Li1 O4,0
47502,Mg0.12 Ni1.88 O8 Pb1 V2,1
47503,Co17 Pr0.8 Yb1.2,1
47504,Cr3.71 S6.52 Sn0.92,2
47505,Er1 Ge1.5,2
47506,As5 Fe10.77 Ru1.23,1
47507,F5 O1 S1 Tb3,1
47508,Be3 F9 K1 Zn1,0
47509,Mo0.333 Nb0.333 W0.333,1
47510,C2.9 W0.2 Y1.8,3
47511,Dy2.4 Fe34 Sm1.6,1
47512,In1 Pd1 U1,0
47513,As0.18 Ca2.22 Mn2 Na0.78 O12 Si0.18 V2.64,1
47514,In2 Se3,0
47515,Ir1 O7 Pr3,0
47516,Ca1.333 Cu0.33325 La2.666 Ni2.33275 O11.997 W1.333,1
47517,Re0.1 Rh0.9,1
47518,Ni0.99 Zr0.01,1
47519,Eu2 O7 Sn2,1
47520,Ce5 Ni1 Pb3,0
47521,Cs2 P2 Si1,0
47522,La6.76 Nb0.24 O13.74 W1,3
47523,Ge0.61 Sb0.26 Te1,3
47524,B1 Co14 Pr2,0
47525,B2 Co2 Gd1,0
47526,Ag4.02 Cu5.98 Fe0.508 S13 Sb4 Zn1.424,3
47527,As3 Nd1 Zn3,2
47528,La1.64 Mg0.36 Ni7,1
47529,Ce0.2 O4 Pr0.8 Sr2,1
47530,As0.5 Cd4 I3 P1.5,1
47531,Ba0.05 Cr0.95 La0.95 O3 Ti0.05,1
47532,Mg1 Tb0.11 Y0.89,1
47533,Bi2 Ca1 Nb2 O12 Sr1 Ti1,3
47534,Cl1 Cs1 O4 S1 Zn1,0
47535,Cr1 O3 Y1,2
47536,Co1.4 Er2 Ga2.6,1
47537,As0.1 Fe2 P0.9,1
47538,Al2 Cs3 O21 P3 U3,2
47539,Al0.4 Ge0.4 Li1.4 O12 P3 Ti1.2,3
47540,Dy2 O12 W3,0
47541,Cr3 Pt1,0
47542,Al6 Na8 O28 Si6 W1,3
47543,Cl1 N2 Na1 S1 Zr2,1
47544,B4 Fe1 Sc1,0
47545,Rh4.86 Sn19.26 Tm4.88,3
47546,Ba2 Bi1 O11 V3,0
47547,Co0.86 Si1.14 Ti1,1
47548,Eu1.94 Ge3 Mg1.5,2
47549,Co0.967 O2.832 Ru0.033 Sr1,3
47550,Cu3 Dy1 Mn4 O12,0
47551,Ba1 La2 Se4,1
47552,Ce1 O6 Ti2,0
47553,Ga4 O19 Zn13,3
47554,Dy5 Si4,0
47555,Cu0.5 In1.5 Y1,1
47556,Fe2 K2 O5 Rb4,1
47557,Bi0.2 Mn4 O10 Sm1.8,1
47558,Ga8 Ni3 Y3,1
47559,Al2 Cd1 S4,0
47560,Cs1 Cu1 S6,0
47561,Ca1.89 Cd1 Eu0.11 Sb2,1
47562,B18 Cs2 O28,2
47563,Ag1 As1 O3,0
47564,Ge3.09 In6 Nd7 Ni4.91,1
47565,Li1 Ni1 O4 V1,1
47566,As1 Br3 Cd4 P1,1
47567,Re6 Se8 Te7,0
47568,Bi4 Cl2 S5,3
47569,Ba3 F2 In2 O5,0
47570,As1 Ca1,0
47571,Al7 Cu3.5 Fe1.5 U1,1
47572,Cr0.5 S7 Si1 Y3,2
47573,Ca1 Ge1 Ni1,0
47574,Ag0.45 Au0.4 Sn0.15,1
47575,Gd2.75 S4,2
47576,Al1 Ce1 Co1,1
47577,Cl5 O1 S8 Sb1,0
47578,Gd4 Ru1 Sn8,2
47579,Mn1 Na1 O4 V1,0
47580,Ce1 Cu1 O1 S1,0
47581,Al0.6 Ga2.87 Gd1,3
47582,Al1.47 Co0.53 Tb1,1
47583,Br6 K2 Ru1,0
47584,Ba0.593 Si2 Sr0.407,1
47585,S4 Sm2.94,2
47586,As3 Ce2 Ni5 O2,2
47587,La2 Mo1.5 O9 W0.5,3
47588,Al2.17 N14.85 Nd0.34 O1.15 Si9.83,3
47589,Li1 O13 V6,0
47590,Al0.5 Cu1 Zr0.5,1
47591,B5.58 Ce1,2
47592,F6 K2 Na1 Rh1,0
47593,Bi0.25 Co0.25 O3 Pb0.75 V0.75,1
47594,Fe0.4 Ni0.6 Se1,1
47595,Hf1.2 P0.68 Ti0.8,3
47596,O9 P3 Ti1,0
47597,Ag3.65 Al1.35 Sm1,1
47598,Eu0.25 Na0.75 Nb0.5 O3 Ti0.5,1
47599,C0.8 Th1,2
47600,As1 Na3 Se3,0
47601,S1 Tm1,0
47602,Co0.5 O4 Ta1 Ti0.5,1
47603,Ni1 V3,0
47604,As2 Ba6 Na2 O17 Ru2,0
47605,Ir1 N6 Na3 O12,0
47606,Al20.1 Nb1.9 U1,1
47607,Se1.2 Ta5 Te1.8,1
47608,P1 S6 Ta1,0
47609,Gd1 Ir2 Si2,0
47610,Cu1 Fe2 Ge2,0
47611,Gd4 Mg1 Rh1,0
47612,Ba4 Nb14 O23,0
47613,As16.6 Pb11.62 S36,3
47614,Ce1 In1 Ni1,0
47615,Ba1 K4 O9 Si3,0
47616,Al0.333 B2 Nb0.667,1
47617,Au13.49 Ce3.17 Ge5.08,3
47618,Bi1 Cl1 Mn1 S2,0
47619,Ge2 W1,0
47620,Co1 O2.58 Sr0.9 Y0.1,3
47621,Cr0.5 Fe0.5 O3 Y1,1
47622,B3 Ir1.94 Rh2.38 Ti1.68,1
47623,O1 Pd2,0
47624,C1 Cu0.52 Nb2 S2,2
47625,Cu1 Pb1 S3 Yb1,2
47626,La0.5 Mn0.7 Nd0.2 O3 Sr0.3 Ti0.3,1
47627,Br7 Cs1 Nb3 S1,0
47628,Cu1.31 Mg0.25 O8 S2 Zn0.43,1
47629,Co1 Gd0.9 O4 Sr1.1,1
47630,F3 K1 Zn1,0
47631,Se2 Ta1,0
47632,Al14.256 Pt8.784 Ti12.96,1
47633,As2 Cu3.9 Na1,2
47634,Bi1.5 Mg0.75 Na0.25 Nb1.5 O6.875,3
47635,Ba1 Co1 La8 O26 Si6,1
47636,Ba3 Li1 N1,0
47637,Fe0.875 S1,2
47638,Co1 O7 P2 Sr1,0
47639,Ba1.1 Cu3 Nd1.9 O7.075,3
47640,Ge2 Nd5 Si1,1
47641,Al0.83 F2 Fe0.03 K1 Li1.96 Mg0.02 O10 Si4 Ti0.09,3
47642,Co0.85 Cu0.15 Zr2,1
47643,C3 Cr2 Tb2,0
47644,C0.74 Ta1,2
47645,Ca1.58 F0.44 O6.37 Sb2,3
47646,B3 Eu4 Li1 N6,0
47647,Ca1 Ni2 Zn3,0
47648,Ca3 Ir4 Si4,0
47649,Ca0.1 Cl1.25 Li5.55 P1 S4.75,3
47650,B1 Cl12.99 Cs2 I2.01 Zr6,3
47651,As3 Cl1 Fe3 O8,0
47652,Co4 O10.76 Sr3 Y1,2
47653,Ag0.9 Al1.06 Co2.94 Mo5 O20,3
47654,Bi1 Nd1 O6 W1,3
47655,Er1 O6 Rh1 Sr3,0
47656,Bi0.667 La1.333 O3.364,3
47657,Fe0.18 Li0.76 Mn0.8 O4 P1,3
47658,Al2 Mg0.6 Ni0.4 O4,1
47659,Ba2 Cl7 Sc1,0
47660,Pd0.9 Sm0.1,1
47661,Au5.59 Sm3 Sn5.41,1
47662,Fe24 N10,0
47663,Br12 Ni1 Sc7,0
47664,Al3.99 Fe0.588 Mg1.422 Na0.066 O18 Si5,3
47665,Fe0.79 Li1 Mn0.21 O4 P1,1
47666,Ga1.6 Mg1 S4 Ti0.4,1
47667,Au1 La1 Sb2,0
47668,Al0.65 Fe1.35 Y1,1
47669,Br4 Re6 Se7,1
47670,Cu1.82 O11 V4,2
47671,In4 Ni2 Tm5,0
47672,Cu8 Fe2 O21 P4,0
47673,Ir2 Na2.8 O6 Zn1,3
47674,Mo1 O3 Sr1,2
47675,Ni2 Pd1 Se2,0
47676,Cr0.0048 Fe0.028 Li0.97 Mn1.92 O3.88,3
47677,Br2 Cu1,0
47678,Li75 Ni20 Si128,3
47679,Fe3 Ge3.1 Sm0.45,3
47680,Ca2.894 N1.76 O4.24 Si2,3
47681,Bi1 Cu1 Pd1 Se3,0
47682,Tl3 Tm1,0
47683,Al1.97 Ce0.015 Mg2.03 N4 Sr0.985,1
47684,Cs0.6 Nb1 S2,2
47685,Ca9 O28 V7 Y1,1
47686,Bi1 Pd1 Y1,0
47687,As4 S1 Se3,1
47688,Ag1 Hg3 P1 S6,2
47689,Li1.14 Mn0.62 Ni0.24 O2,1
47690,Ag0.7 Cd0.1 Zn0.2,1
47691,Ce6 In5 Pd12,0
47692,Ba1.2 Er1 Mo1 O6 Sr0.8,1
47693,As2 Ge4 Te7,0
47694,Al1 Cu4 Tb1,1
47695,Co5.661 Gd0.666,3
47696,Li9.81 P2.19 S12 Sn0.81,3
47697,Al3 Ge4 Pr2,0
47698,Cu1 Nb4 Si1,0
47699,Fe0.52 Mn0.48 Nb2 O6,1
47700,Al3 Er0.67 Y0.33,1
47701,Mn1.78 Zn20.22 Zr1,1
47702,Fe4 Sm1 Y1,1
47703,Cl5 Cu4 Na1 O6 Te2,2
47704,Fe4 Nd1 P12,0
47705,B1 O12 Rb3 S3,0
47706,Cr1.75 Te2,2
47707,In1 Se1,0
47708,Gd10 S19,2
47709,Ca3 Ge3 O12 Y2,0
47710,O1.048 Pb0.952 Ti0.048,3
